States,Years,Quarter,Brands,Percentage,Transaction_Count
goa,2021,1,Samsung,0.21600954327365862,123133
goa,2021,1,Vivo,0.15263975019077775,87010
goa,2021,1,Oppo,0.10592507477611024,60381
goa,2021,1,Realme,0.055828150903014725,31824
goa,2021,1,Apple,0.04585507907409194,26139
goa,2021,1,OnePlus,0.032589226977290865,18577
goa,2021,1,Motorola,0.027970212355381687,15944
goa,2021,1,Huawei,0.020023331900672767,11414
goa,2021,1,Lenovo,0.014346487496381802,8178
goa,2021,1,Others,0.079367056408817,45242
goa,2021,2,Xiaomi,0.24972172331252687,152107
goa,2021,2,Samsung,0.21332575939163298,129938
goa,2021,2,Vivo,0.15467915272546978,94216
goa,2021,2,Oppo,0.10619662259114176,64685
goa,2021,2,Realme,0.06234218674582093,37973
goa,2021,2,Apple,0.04604945608810289,28049
goa,2021,2,OnePlus,0.03251158254885028,19803
goa,2021,2,Motorola,0.026164575623947226,15937
goa,2021,2,Huawei,0.018576405420403015,11315
goa,2021,2,Lenovo,0.01290579964735202,7861
goa,2021,2,Others,0.07752673590475222,47222
goa,2021,3,Xiaomi,0.2498018235295918,163235
goa,2021,3,Samsung,0.20753437864407506,135615
goa,2021,3,Vivo,0.1578356986983096,103139
goa,2021,3,Oppo,0.10687909551952841,69841
goa,2021,3,Realme,0.06899754842698383,45087
goa,2021,3,Apple,0.04589277352178717,29989
goa,2021,3,OnePlus,0.03387516871780589,22136
goa,2021,3,Motorola,0.02421578739567042,15824
goa,2021,3,Huawei,0.017161011113185545,11214
goa,2021,3,Tecno,0.011812541892516428,7719
goa,2021,3,Others,0.07599417254054583,49659
goa,2021,4,Xiaomi,0.24778320601051668,172749
goa,2021,4,Samsung,0.2023385706376277,141066
goa,2021,4,Vivo,0.15896083926916799,110824
goa,2021,4,Oppo,0.10770276744246089,75088
goa,2021,4,Realme,0.07687850161651687,53598
goa,2021,4,Apple,0.04790455235248387,33398
goa,2021,4,OnePlus,0.034933689818095234,24355
goa,2021,4,Motorola,0.023047198850221894,16068
goa,2021,4,Huawei,0.01563302341726216,10899
goa,2021,4,Tecno,0.013025367983499193,9081
goa,2021,4,Others,0.07179228260214751,50052
goa,2022,1,Xiaomi,0.24540905570869234,181266
goa,2022,1,Samsung,0.19832310716625962,146487
goa,2022,1,Vivo,0.1603621850241258,118448
goa,2022,1,Oppo,0.10850522861305015,80145
goa,2022,1,Realme,0.0824095485142724,60870
goa,2022,1,Apple,0.04905717086273469,36235
goa,2022,1,OnePlus,0.03558354137671466,26283
goa,2022,1,Motorola,0.02183101642504752,16125
goa,2022,1,Huawei,0.014652842838343524,10823
goa,2022,1,Tecno,0.014594626794543398,10780
goa,2022,1,Others,0.06927167667621591,51166
gujarat,2018,1,Xiaomi,0.2435205617148839,655082
gujarat,2018,1,Samsung,0.21925854111153406,589816
gujarat,2018,1,Vivo,0.15776558633897983,424397
gujarat,2018,1,Oppo,0.11074003140464408,297896
gujarat,2018,1,Apple,0.04640549164921964,124833
gujarat,2018,1,Realme,0.040072147411496006,107796
gujarat,2018,1,OnePlus,0.03189013727636087,85786
gujarat,2018,1,Lenovo,0.02775192115531024,74654
gujarat,2018,1,Motorola,0.024420382089836316,65692
gujarat,2018,1,Huawei,0.01193435953559193,32104
gujarat,2018,1,Others,0.08624084031214313,231992
gujarat,2018,2,Xiaomi,0.24596187418058935,877057
gujarat,2018,2,Samsung,0.21638891420638984,771605
gujarat,2018,2,Vivo,0.16498594294447988,588311
gujarat,2018,2,Oppo,0.11396128525656755,406366
gujarat,2018,2,Apple,0.044573415689216384,158941
gujarat,2018,2,Realme,0.03918728484992954,139735
gujarat,2018,2,OnePlus,0.029354497206116395,104673
gujarat,2018,2,Lenovo,0.02659917410416944,94848
gujarat,2018,2,Motorola,0.02309199133440368,82342
gujarat,2018,2,Huawei,0.011887010719819397,42387
gujarat,2018,2,Others,0.08400860950831855,299560
gujarat,2018,3,Xiaomi,0.24600383065621248,1090580
gujarat,2018,3,Samsung,0.21495638686695315,952941
gujarat,2018,3,Vivo,0.1745754686869457,773925
gujarat,2018,3,Oppo,0.11766308767312335,521622
gujarat,2018,3,Apple,0.042127518760222624,186759
gujarat,2018,3,Realme,0.03874011066089535,171742
gujarat,2018,3,OnePlus,0.02747393915387657,121797
gujarat,2018,3,Lenovo,0.024266086015397967,107576
gujarat,2018,3,Motorola,0.021493585985509735,95285
gujarat,2018,3,Huawei,0.01212063657196195,53733
gujarat,2018,3,Others,0.08057934896890112,357223
gujarat,2018,4,Xiaomi,0.24445531847773094,1363826
gujarat,2018,4,Samsung,0.2141710760274169,1194869
gujarat,2018,4,Vivo,0.18385188132725344,1025717
gujarat,2018,4,Oppo,0.12175212939860622,679260
gujarat,2018,4,Apple,0.041263192233789325,230209
gujarat,2018,4,Realme,0.03801621784393014,212094
gujarat,2018,4,OnePlus,0.02606398233387823,145412
gujarat,2018,4,Lenovo,0.0228352906593249,127399
gujarat,2018,4,Motorola,0.020126580917147037,112287
gujarat,2018,4,Huawei,0.012189373082107316,68005
gujarat,2018,4,Others,0.07527495769881556,419962
gujarat,2019,1,Xiaomi,0.24226941425044524,1611706
gujarat,2019,1,Samsung,0.21333383239113626,1419211
gujarat,2019,1,Vivo,0.19115973216830393,1271697
gujarat,2019,1,Oppo,0.1258928925751022,837507
gujarat,2019,1,Apple,0.040094935224702276,266733
gujarat,2019,1,Realme,0.03742332247431656,248960
gujarat,2019,1,OnePlus,0.024707720484338603,164369
gujarat,2019,1,Lenovo,0.02152261934396146,143180
gujarat,2019,1,Motorola,0.018747888023454513,124721
gujarat,2019,1,Huawei,0.012254725115354505,81525
gujarat,2019,1,Others,0.07259291794888445,482927
gujarat,2019,2,Xiaomi,0.24016359842606486,1819154
gujarat,2019,2,Samsung,0.21284297811976666,1612210
gujarat,2019,2,Vivo,0.19638768549549188,1487567
gujarat,2019,2,Oppo,0.12894175238575536,976688
gujarat,2019,2,Apple,0.03977783777325538,301303
gujarat,2019,2,Realme,0.03722616703489075,281975
gujarat,2019,2,OnePlus,0.023795570617500886,180243
gujarat,2019,2,Lenovo,0.0209175479510921,158443
gujarat,2019,2,Motorola,0.017821957332653873,134995
gujarat,2019,2,Huawei,0.012174563956462646,92218
gujarat,2019,2,Others,0.06995034090706562,529849
gujarat,2019,3,Xiaomi,0.23813629104863882,2007322
gujarat,2019,3,Samsung,0.21167205007201667,1784247
gujarat,2019,3,Vivo,0.2024095953886557,1706171
gujarat,2019,3,Oppo,0.13187549759475847,1111618
gujarat,2019,3,Apple,0.039227817164867444,330663
gujarat,2019,3,Realme,0.03774003033941494,318122
gujarat,2019,3,OnePlus,0.02309646389337951,194687
gujarat,2019,3,Lenovo,0.019188784263080478,161748
gujarat,2019,3,Motorola,0.016766044246383952,141326
gujarat,2019,3,Huawei,0.012129241114830545,102241
gujarat,2019,3,Others,0.0677581848739735,571154
gujarat,2019,4,Xiaomi,0.2353417314122709,2194279
gujarat,2019,4,Samsung,0.21038623848497806,1961599
gujarat,2019,4,Vivo,0.20854096061058372,1944394
gujarat,2019,4,Oppo,0.13543717534022345,1262789
gujarat,2019,4,Realme,0.038920294184806,362885
gujarat,2019,4,Apple,0.03796285183753961,353958
gujarat,2019,4,OnePlus,0.02215127117176164,206534
gujarat,2019,4,Lenovo,0.0182243310907925,169920
gujarat,2019,4,Motorola,0.015817157791582593,147476
gujarat,2019,4,Huawei,0.011910810175122823,111054
gujarat,2019,4,Others,0.06530717790033869,608911
gujarat,2020,1,Xiaomi,0.23151338670581997,2375291
gujarat,2020,1,Vivo,0.21506527926401992,2206536
gujarat,2020,1,Samsung,0.20855611533236912,2139753
gujarat,2020,1,Oppo,0.13928663430814683,1429059
gujarat,2020,1,Realme,0.040080242943288706,411217
gujarat,2020,1,Apple,0.03675251170997451,377075
gujarat,2020,1,OnePlus,0.021124397322649088,216733
gujarat,2020,1,Lenovo,0.017932145745310137,183981
gujarat,2020,1,Motorola,0.014865432151349684,152517
gujarat,2020,1,Huawei,0.011638774589435725,119412
gujarat,2020,1,Others,0.06318507992763632,648269
gujarat,2020,2,Xiaomi,0.22791083765622014,2596510
gujarat,2020,2,Vivo,0.2209571480998682,2517289
gujarat,2020,2,Samsung,0.20704915455630762,2358840
gujarat,2020,2,Oppo,0.14385801310440577,1638925
gujarat,2020,2,Realme,0.04078741245347771,464677
gujarat,2020,2,Apple,0.0351069991837725,399962
gujarat,2020,2,OnePlus,0.019793363391876012,225499
gujarat,2020,2,Lenovo,0.017506539519271055,199446
gujarat,2020,2,Motorola,0.013963994527352136,159087
gujarat,2020,2,Huawei,0.011252598932803823,128197
gujarat,2020,2,Others,0.06181393857464505,704225
gujarat,2020,3,Vivo,0.22728751804541714,2833786
gujarat,2020,3,Xiaomi,0.22400828306603376,2792901
gujarat,2020,3,Samsung,0.20619967505215617,2570866
gujarat,2020,3,Oppo,0.14654559042952645,1827108
gujarat,2020,3,Realme,0.04216582061040691,525717
gujarat,2020,3,Apple,0.03413508362751003,425591
gujarat,2020,3,OnePlus,0.01898924489528946,236755
gujarat,2020,3,Lenovo,0.01700036902923175,211958
gujarat,2020,3,Motorola,0.013203402319582523,164618
gujarat,2020,3,Huawei,0.010903727002745542,135946
gujarat,2020,3,Others,0.05956128592210026,742601
gujarat,2020,4,Vivo,0.23224585476600385,3159752
gujarat,2020,4,Xiaomi,0.2203792916577577,2998305
gujarat,2020,4,Samsung,0.20585176127103727,2800655
gujarat,2020,4,Oppo,0.14822586623661552,2016643
gujarat,2020,4,Realme,0.04358244415757707,592948
gujarat,2020,4,Apple,0.03355797043234122,456563
gujarat,2020,4,OnePlus,0.018318139023724967,249222
gujarat,2020,4,Lenovo,0.016398579278824432,223106
gujarat,2020,4,Motorola,0.012516461533135521,170289
gujarat,2020,4,Huawei,0.010586758609922984,144035
gujarat,2020,4,Others,0.05833687303305948,793685
gujarat,2021,1,Vivo,0.2380696662046393,3492512
gujarat,2021,1,Xiaomi,0.21797454227727833,3197714
gujarat,2021,1,Samsung,0.20361181628569516,2987011
gujarat,2021,1,Oppo,0.14920144516822828,2188804
gujarat,2021,1,Realme,0.04544119116631991,666628
gujarat,2021,1,Apple,0.03333836396497208,489078
gujarat,2021,1,OnePlus,0.018005980316733478,264150
gujarat,2021,1,Lenovo,0.015329111692701208,224880
gujarat,2021,1,Motorola,0.011875562622979516,174216
gujarat,2021,1,Huawei,0.010218521640509426,149907
gujarat,2021,1,Others,0.056933798659943344,835226
gujarat,2021,2,Vivo,0.2436659652804614,3834323
gujarat,2021,2,Xiaomi,0.21367781265114644,3362430
gujarat,2021,2,Samsung,0.20045251706900255,3154317
gujarat,2021,2,Oppo,0.15025196077702432,2364362
gujarat,2021,2,Realme,0.050226102840363114,790357
gujarat,2021,2,Apple,0.033627773190625994,529166
gujarat,2021,2,OnePlus,0.018625149585526315,293085
gujarat,2021,2,Lenovo,0.013869678668269872,218253
gujarat,2021,2,Motorola,0.0110211749747283,173429
gujarat,2021,2,Huawei,0.009322774347528762,146703
gujarat,2021,2,Others,0.055259090615322935,869556
gujarat,2021,3,Vivo,0.2514471054380244,4261214
gujarat,2021,3,Xiaomi,0.20913070055097843,3544088
gujarat,2021,3,Samsung,0.1927990251352456,3267319
gujarat,2021,3,Oppo,0.15229022230265712,2580826
gujarat,2021,3,Realme,0.0550176520457213,932371
gujarat,2021,3,Apple,0.0336097853743261,569577
gujarat,2021,3,OnePlus,0.020405374218707632,345805
gujarat,2021,3,Lenovo,0.012405733461397136,210237
gujarat,2021,3,Motorola,0.010170557075773948,172358
gujarat,2021,3,Tecno,0.009547016093517812,161791
gujarat,2021,3,Others,0.053176828303650475,901175
gujarat,2021,4,Vivo,0.25608950471412717,4645259
gujarat,2021,4,Xiaomi,0.2040105845896961,3700589
gujarat,2021,4,Samsung,0.18689715164411044,3390165
gujarat,2021,4,Oppo,0.15387684385877856,2791203
gujarat,2021,4,Realme,0.061560815164901694,1116664
gujarat,2021,4,Apple,0.03501587528579677,635160
gujarat,2021,4,OnePlus,0.021938562784546024,397948
gujarat,2021,4,Lenovo,0.011022866993976196,199946
gujarat,2021,4,Tecno,0.010312692383749428,187064
gujarat,2021,4,Motorola,0.00961999373621804,174499
gujarat,2021,4,Others,0.049655108844099585,900704
gujarat,2022,1,Vivo,0.259340283786706,4996272
gujarat,2022,1,Xiaomi,0.19946552648973176,3842766
gujarat,2022,1,Samsung,0.1822841818202392,3511762
gujarat,2022,1,Oppo,0.15553159424237778,2996365
gujarat,2022,1,Realme,0.06603100266105187,1272108
gujarat,2022,1,Apple,0.035997544602698925,693504
gujarat,2022,1,OnePlus,0.022893631528663378,441053
gujarat,2022,1,Tecno,0.011591038692647314,223305
gujarat,2022,1,Lenovo,0.010555446955082072,203354
gujarat,2022,1,Motorola,0.009070135062423587,174739
gujarat,2022,1,Others,0.04723961415837811,910086
haryana,2018,1,Xiaomi,0.2405636809777428,444407
haryana,2018,1,Samsung,0.21372966892701303,394835
haryana,2018,1,Vivo,0.13872088610918193,256267
haryana,2018,1,Oppo,0.10425001772802983,192587
haryana,2018,1,Apple,0.05417740046996872,100085
haryana,2018,1,Realme,0.04832904522515139,89281
haryana,2018,1,OnePlus,0.030035342383740664,55486
haryana,2018,1,Motorola,0.02891698789134964,53420
haryana,2018,1,Lenovo,0.018933535856902592,34977
haryana,2018,1,Huawei,0.016038589184440257,29629
haryana,2018,1,Others,0.10630484524647917,196383
haryana,2018,2,Xiaomi,0.24517033811004402,599986
haryana,2018,2,Samsung,0.210855905535299,516011
haryana,2018,2,Vivo,0.1436584599429312,351564
haryana,2018,2,Oppo,0.10645135850011095,260510
haryana,2018,2,Apple,0.05211135406242428,127528
haryana,2018,2,Realme,0.04768306581220086,116691
haryana,2018,2,Motorola,0.02810330574966462,68775
haryana,2018,2,OnePlus,0.0275242816239318,67358
haryana,2018,2,Lenovo,0.017979986278313237,44001
haryana,2018,2,Huawei,0.016109292949022583,39423
haryana,2018,2,Others,0.10435265143605747,255374
haryana,2018,3,Xiaomi,0.24864769477399998,751015
haryana,2018,3,Samsung,0.208633762835229,630157
haryana,2018,3,Vivo,0.14956042216952864,451732
haryana,2018,3,Oppo,0.10874394698976757,328450
haryana,2018,3,Apple,0.0504764603870086,152459
haryana,2018,3,Realme,0.0475861128235418,143729
haryana,2018,3,Motorola,0.02712953723317258,81942
haryana,2018,3,OnePlus,0.026247865347546914,79279
haryana,2018,3,Huawei,0.016686211552252386,50399
haryana,2018,3,Lenovo,0.01645710267322386,49707
haryana,2018,3,Others,0.09983088321472866,301529
haryana,2018,4,Xiaomi,0.25009102104121744,948615
haryana,2018,4,Samsung,0.20717786262822366,785842
haryana,2018,4,Vivo,0.155974341689166,591623
haryana,2018,4,Oppo,0.11267416259982985,427382
haryana,2018,4,Apple,0.049424754928647674,187472
haryana,2018,4,Realme,0.04723524081623399,179167
haryana,2018,4,Motorola,0.02605824977544628,98841
haryana,2018,4,OnePlus,0.024671777202636698,93582
haryana,2018,4,Huawei,0.01718999261549786,65203
haryana,2018,4,Lenovo,0.01572363770962851,59641
haryana,2018,4,Others,0.09377895899347206,355711
haryana,2019,1,Xiaomi,0.25035587858993424,1136307
haryana,2019,1,Samsung,0.20597047612270028,934852
haryana,2019,1,Vivo,0.16138259575783467,732478
haryana,2019,1,Oppo,0.11631484938530663,527926
haryana,2019,1,Apple,0.04762174396702893,216144
haryana,2019,1,Realme,0.04693411228203607,213023
haryana,2019,1,Motorola,0.02467233942610405,111982
haryana,2019,1,OnePlus,0.023135358126997928,105006
haryana,2019,1,Huawei,0.017737636675334952,80507
haryana,2019,1,Lenovo,0.014803800239139837,67191
haryana,2019,1,Others,0.09107120942758243,413351
haryana,2019,2,Xiaomi,0.2513575626251683,1301537
haryana,2019,2,Samsung,0.2047867625332414,1060392
haryana,2019,2,Vivo,0.16509792334150247,854882
haryana,2019,2,Oppo,0.11883283797119754,615320
haryana,2019,2,Realme,0.047136845479844654,244076
haryana,2019,2,Apple,0.04697558724070737,243241
haryana,2019,2,Motorola,0.023657645861456963,122500
haryana,2019,2,OnePlus,0.022114008609451858,114507
haryana,2019,2,Huawei,0.017833809383105158,92344
haryana,2019,2,Lenovo,0.014093390729679047,72976
haryana,2019,2,Others,0.08811362622464528,456255
haryana,2019,3,Xiaomi,0.2513594981250925,1453801
haryana,2019,3,Samsung,0.20363131060944523,1177753
haryana,2019,3,Vivo,0.16904234483082953,977699
haryana,2019,3,Oppo,0.12094726744853514,699529
haryana,2019,3,Realme,0.04822838185316383,278941
haryana,2019,3,Apple,0.04640465220500464,268393
haryana,2019,3,Motorola,0.022442870994468643,129804
haryana,2019,3,OnePlus,0.0214250196066498,123917
haryana,2019,3,Huawei,0.017971379132438597,103942
haryana,2019,3,Lenovo,0.012788411397999085,73965
haryana,2019,3,Others,0.08575886379637301,496008
haryana,2019,4,Xiaomi,0.2509628646269115,1597800
haryana,2019,4,Samsung,0.20185987074265876,1285177
haryana,2019,4,Vivo,0.1732622298061517,1103105
haryana,2019,4,Oppo,0.12333761447687248,785251
haryana,2019,4,Realme,0.05016602847418568,319391
haryana,2019,4,Apple,0.045267870423497086,288206
haryana,2019,4,Motorola,0.021481529067195002,136766
haryana,2019,4,OnePlus,0.020547132971522514,130817
haryana,2019,4,Huawei,0.017894415597205386,113928
haryana,2019,4,Lenovo,0.012036259406199056,76631
haryana,2019,4,Others,0.08318418440760089,529607
haryana,2020,1,Xiaomi,0.24980473786717616,1753322
haryana,2020,1,Samsung,0.19947440933382915,1400065
haryana,2020,1,Vivo,0.17811739093886822,1250165
haryana,2020,1,Oppo,0.12562500267140825,881733
haryana,2020,1,Realme,0.05186250582366996,364011
haryana,2020,1,Apple,0.043927212317827764,308315
haryana,2020,1,Motorola,0.020447172367808034,143514
haryana,2020,1,OnePlus,0.01952008685282464,137007
haryana,2020,1,Huawei,0.017654945239692996,123916
haryana,2020,1,Lenovo,0.011498453432723967,80705
haryana,2020,1,Others,0.08206808315417088,576017
haryana,2020,2,Xiaomi,0.24922834906398358,1914791
haryana,2020,2,Samsung,0.19790630542356652,1520490
haryana,2020,2,Vivo,0.18204402048294924,1398622
haryana,2020,2,Oppo,0.12814364617009408,984512
haryana,2020,2,Realme,0.05307620399542984,407778
haryana,2020,2,Apple,0.04250152091442816,326534
haryana,2020,2,Motorola,0.019672055185569783,151138
haryana,2020,2,OnePlus,0.018526651080493534,142338
haryana,2020,2,Huawei,0.017331005386262803,133152
haryana,2020,2,Lenovo,0.010924031333049932,83928
haryana,2020,2,Others,0.08064621096417254,619595
haryana,2020,3,Xiaomi,0.24706149057200444,2075024
haryana,2020,3,Samsung,0.19705598979665706,1655037
haryana,2020,3,Vivo,0.18733950118683396,1573430
haryana,2020,3,Oppo,0.13003392382926354,1092131
haryana,2020,3,Realme,0.05474402582459242,459785
haryana,2020,3,Apple,0.041473702960036274,348330
haryana,2020,3,Motorola,0.018850752296514176,158324
haryana,2020,3,OnePlus,0.01775345477267272,149108
haryana,2020,3,Huawei,0.016938101751484972,142260
haryana,2020,3,Lenovo,0.010458378895310958,87838
haryana,2020,3,Others,0.07829067811462949,657549
haryana,2020,4,Xiaomi,0.24498270676930556,2236661
haryana,2020,4,Samsung,0.19662343605436788,1795147
haryana,2020,4,Vivo,0.19105041220179075,1744266
haryana,2020,4,Oppo,0.13100280803467912,1196039
haryana,2020,4,Realme,0.056378987966207196,514733
haryana,2020,4,Apple,0.040973187688372006,374080
haryana,2020,4,Motorola,0.018080755340189287,165075
haryana,2020,4,OnePlus,0.017133863745968866,156430
haryana,2020,4,Huawei,0.016563866770107318,151226
haryana,2020,4,Lenovo,0.010075715182456535,91990
haryana,2020,4,Others,0.07713426024655545,704226
haryana,2021,1,Xiaomi,0.24247242927154872,2382996
haryana,2021,1,Vivo,0.1956569584260328,1922898
haryana,2021,1,Samsung,0.19466661511278344,1913165
haryana,2021,1,Oppo,0.13232881270219848,1300515
haryana,2021,1,Realme,0.05879859441050763,577867
haryana,2021,1,Apple,0.04085947106733327,401563
haryana,2021,1,Motorola,0.017247215963117266,169504
haryana,2021,1,OnePlus,0.016823015688491087,165335
haryana,2021,1,Huawei,0.01603291851111707,157570
haryana,2021,1,Lenovo,0.009433648371651945,92713
haryana,2021,1,Others,0.07568032047521826,743779
haryana,2021,2,Xiaomi,0.23796188515101807,2505880
haryana,2021,2,Vivo,0.2008181114949451,2114734
haryana,2021,2,Samsung,0.19145244798156685,2016108
haryana,2021,2,Oppo,0.13447408569735003,1416092
haryana,2021,2,Realme,0.06391405840924073,673053
haryana,2021,2,Apple,0.041241548197566064,434298
haryana,2021,2,OnePlus,0.01722068099862173,181344
haryana,2021,2,Motorola,0.01610184572684124,169562
haryana,2021,2,Huawei,0.014670017664720527,154484
haryana,2021,2,Tecno,0.010339302797164149,108879
haryana,2021,2,Others,0.0718060158809655,756160
haryana,2021,3,Xiaomi,0.2329446119744262,2638176
haryana,2021,3,Vivo,0.20813687117097454,2357220
haryana,2021,3,Samsung,0.18445986944669898,2089070
haryana,2021,3,Oppo,0.13776235866203,1560205
haryana,2021,3,Realme,0.0690239124031287,781719
haryana,2021,3,Apple,0.04124769454963632,467144
haryana,2021,3,OnePlus,0.01856421743248942,210246
haryana,2021,3,Motorola,0.014899513798089523,168742
haryana,2021,3,Huawei,0.013562334927634818,153598
haryana,2021,3,Tecno,0.011873996497763951,134477
haryana,2021,3,Others,0.06752461913712758,764739
haryana,2021,4,Xiaomi,0.2263718737823877,2742821
haryana,2021,4,Vivo,0.21203242966023267,2569078
haryana,2021,4,Samsung,0.1795959192300642,2176063
haryana,2021,4,Oppo,0.14010486084236465,1697572
haryana,2021,4,Realme,0.07565424131628112,916660
haryana,2021,4,Apple,0.04369518139776877,529430
haryana,2021,4,OnePlus,0.019670053222733182,238331
haryana,2021,4,Motorola,0.014042657252679603,170147
haryana,2021,4,Tecno,0.012956529554599335,156987
haryana,2021,4,Huawei,0.01216149398350456,147354
haryana,2021,4,Others,0.06371475975738417,771996
haryana,2022,1,Xiaomi,0.2205628077060459,2837979
haryana,2022,1,Vivo,0.2151168556308594,2767906
haryana,2022,1,Samsung,0.17558429369795014,2259241
haryana,2022,1,Oppo,0.14188285556806302,1825605
haryana,2022,1,Realme,0.08111206756390851,1043668
haryana,2022,1,Apple,0.04492527699567296,578053
haryana,2022,1,OnePlus,0.0207519428789395,267015
haryana,2022,1,Tecno,0.014376558056943862,184983
haryana,2022,1,Motorola,0.013261922681516452,170641
haryana,2022,1,Huawei,0.011272956810094173,145049
haryana,2022,1,Others,0.06115246241000613,786848
himachal-pradesh,2018,1,Xiaomi,0.27708654941439836,63002
himachal-pradesh,2018,1,Samsung,0.1595747956001812,36283
himachal-pradesh,2018,1,Vivo,0.09007226011883557,20480
himachal-pradesh,2018,1,Oppo,0.08828664793093287,20074
himachal-pradesh,2018,1,Realme,0.04715599477510522,10722
himachal-pradesh,2018,1,Apple,0.03309539831026551,7525
himachal-pradesh,2018,1,Motorola,0.030997523892458648,7048
himachal-pradesh,2018,1,Micromax,0.03077322285407678,6997
himachal-pradesh,2018,1,Lenovo,0.025288842562661354,5750
himachal-pradesh,2018,1,Gionee,0.024492793779384535,5569
himachal-pradesh,2018,1,Others,0.19317597076169993,43923
himachal-pradesh,2018,2,Xiaomi,0.2838765742993159,89506
himachal-pradesh,2018,2,Samsung,0.1558013187482358,49124
himachal-pradesh,2018,2,Vivo,0.09399649221849736,29637
himachal-pradesh,2018,2,Oppo,0.09160828293143967,28884
himachal-pradesh,2018,2,Realme,0.04741848213917583,14951
himachal-pradesh,2018,2,Apple,0.03148122892873114,9926
himachal-pradesh,2018,2,Motorola,0.030488520420299463,9613
himachal-pradesh,2018,2,Micromax,0.030339455564400774,9566
himachal-pradesh,2018,2,Lenovo,0.024389547699168092,7690
himachal-pradesh,2018,2,Gionee,0.023073336737509473,7275
himachal-pradesh,2018,2,Others,0.1875267603132265,59127
himachal-pradesh,2018,3,Xiaomi,0.2919506223720298,119009
himachal-pradesh,2018,3,Samsung,0.15681469161061148,63923
himachal-pradesh,2018,3,Vivo,0.10235407252584426,41723
himachal-pradesh,2018,3,Oppo,0.09637076396963944,39284
himachal-pradesh,2018,3,Realme,0.04804555066554802,19585
himachal-pradesh,2018,3,Motorola,0.02998277866910022,12222
himachal-pradesh,2018,3,Apple,0.029619707875201774,12074
himachal-pradesh,2018,3,Micromax,0.02589332587566297,10555
himachal-pradesh,2018,3,Gionee,0.021587993150718538,8800
himachal-pradesh,2018,3,Lenovo,0.020758817959247756,8462
himachal-pradesh,2018,3,Others,0.17662167532639575,71997
himachal-pradesh,2018,4,Xiaomi,0.29505664557142397,155301
himachal-pradesh,2018,4,Samsung,0.15639231451733945,82316
himachal-pradesh,2018,4,Vivo,0.10955783585988604,57665
himachal-pradesh,2018,4,Oppo,0.10172644074301358,53543
himachal-pradesh,2018,4,Realme,0.04885407424436156,25714
himachal-pradesh,2018,4,Apple,0.029294585469931203,15419
himachal-pradesh,2018,4,Motorola,0.02906469735514674,15298
himachal-pradesh,2018,4,Micromax,0.02259743171278045,11894
himachal-pradesh,2018,4,Lenovo,0.020283351350735168,10676
himachal-pradesh,2018,4,Lava,0.019836874433591785,10441
himachal-pradesh,2018,4,Others,0.16733574874179005,88076
himachal-pradesh,2019,1,Xiaomi,0.29749313002809225,194324
himachal-pradesh,2019,1,Samsung,0.1545272923507934,100938
himachal-pradesh,2019,1,Vivo,0.11353097419646206,74159
himachal-pradesh,2019,1,Oppo,0.10583507474682527,69132
himachal-pradesh,2019,1,Realme,0.048909607244280125,31948
himachal-pradesh,2019,1,Apple,0.028113685596405417,18364
himachal-pradesh,2019,1,Motorola,0.027244127035157415,17796
himachal-pradesh,2019,1,Micromax,0.02204208479726885,14398
himachal-pradesh,2019,1,Lava,0.020191211028696962,13189
himachal-pradesh,2019,1,Lenovo,0.018848600362826373,12312
himachal-pradesh,2019,1,Others,0.16326421261319188,106645
himachal-pradesh,2019,2,Xiaomi,0.2984572930728977,230589
himachal-pradesh,2019,2,Samsung,0.15452567489383293,119387
himachal-pradesh,2019,2,Vivo,0.11690350671690376,90320
himachal-pradesh,2019,2,Oppo,0.10946372198917168,84572
himachal-pradesh,2019,2,Realme,0.049190852222939854,38005
himachal-pradesh,2019,2,Apple,0.027488891448777704,21238
himachal-pradesh,2019,2,Motorola,0.026246338675878816,20278
himachal-pradesh,2019,2,Micromax,0.020471056933509188,15816
himachal-pradesh,2019,2,Lava,0.019455011176503327,15031
himachal-pradesh,2019,2,Gionee,0.01894504680929274,14637
himachal-pradesh,2019,2,Others,0.15885260606029228,122730
himachal-pradesh,2019,3,Xiaomi,0.30094706134784477,263685
himachal-pradesh,2019,3,Samsung,0.15161199017557955,132840
himachal-pradesh,2019,3,Vivo,0.12059453265524137,105663
himachal-pradesh,2019,3,Oppo,0.11134647516959909,97560
himachal-pradesh,2019,3,Realme,0.051077171005176995,44753
himachal-pradesh,2019,3,Apple,0.02705938478675712,23709
himachal-pradesh,2019,3,Motorola,0.024842955360974407,21767
himachal-pradesh,2019,3,Micromax,0.020061996110406034,17578
himachal-pradesh,2019,3,Lava,0.019943299580909946,17474
himachal-pradesh,2019,3,Gionee,0.018800845484510102,16473
himachal-pradesh,2019,3,Others,0.15371428832300066,134682
himachal-pradesh,2019,4,Xiaomi,0.3019275923099159,297684
himachal-pradesh,2019,4,Samsung,0.15086541338512796,148745
himachal-pradesh,2019,4,Vivo,0.1245444725618569,122794
himachal-pradesh,2019,4,Oppo,0.11446581705876088,112857
himachal-pradesh,2019,4,Realme,0.05438842937486371,53624
himachal-pradesh,2019,4,Apple,0.02620734422305504,25839
himachal-pradesh,2019,4,Motorola,0.02375487476481954,23421
himachal-pradesh,2019,4,Lava,0.01986216269670215,19583
